PlasticType,850,950,1050,1200,1300,1450,1550,1650,id
5,327429.5,686279.8333,874050.1667,369338.1667,230971.5,540674.1667,316470.5,309383.5,0
5,329035.8333,690472.5,876555.8333,373833.1667,241153.1667,551832.5,330089.1667,316110.5,0
5,1699142.5,4524451.833,3259778.5,1187711.167,1043896.833,2417980.5,1248898.833,995885.8333,2
5,1646120.667,4409905,3166249.333,1160833.333,1006001.333,2343586,1209261,979446.3333,2
5,1513663.833,3717154.167,2803527.833,1025789.833,846942.8333,1843510.5,919590.1667,721332.5,12
5,1515046.833,3660273.167,2812172.833,1030817.167,834670.8333,1881436.167,935229.5,716520.8333,12
5,1794015.333,4684678,3591513.333,1433831.667,1305294.333,3257252,1601215.333,1252404.333,49
5,1597357.5,4484457.833,3306902.833,1292418.833,1096264.833,2432721.167,1246709.167,1011191.167,49
5,1775956.333,4360446.667,3150924.333,1133203.667,1000610.333,2361153,1243276.333,1010833.667,52
5,1910758.5,4534153.5,3435029.833,1265106.833,1145303.5,2544128.833,1340335.833,1006427.167,52
1,972270.3333,2488555.333,2079375.333,855631.3333,624362,1781845,618255.6667,523331.3333,109
1,979493.1667,2370240.5,2107409.833,847889.8333,602774.5,1771479.833,696602.5,536544.5,109
1,1488231.667,3726866,2751044.667,1020591.667,766248.3333,1674476,924651.3333,760203.6667,119
1,1531115,4072126.667,3053756.333,1189427,925865.3333,2577664,1083598,756808.3333,119
2,2040278.833,5119292.833,3850764.167,1425057.167,1309231.167,2890026.167,1594719.833,1287454.167,202
2,2082885.167,5149114.833,3918437.5,1438890.167,1330262.5,2976083.5,1638959.833,1310674.833,202
2,2267028.333,5553910.667,4290530,1641195,1506720,3467551.667,1896542.333,1518601.333,206
2,2252093.167,5613259.833,4182431.5,1624295.167,1535112.167,3664694.167,1921967.5,1455640.167,206
2,1649421.833,3944328.833,3072773.5,1161365.833,1011160.167,2346762.833,1189892.167,960055.1667,210
2,1677709.167,3973796.833,3090174.167,1157525.5,1009932.167,2280976.167,1163834.167,936217.5,210
2,826970,1995727.667,1672175,599915.3333,433585.6667,1227133.667,494451,487030.6667,231
2,797280.5,1948852.167,1655691.167,607418.5,427782.5,1165048.167,486025.5,467073.1667,231
6,1348724.333,3160220,2522102,976243,845710.6667,1823149.333,945062,702795.6667,302
6,1333766.167,3274489.167,2611192.833,972710.8333,799438.8333,1768873.167,953644.1667,724046.5,302
6,1367414.667,3394849.333,2797478,1088076.333,862904.6667,2179562,969967.6667,720069.6667,303
6,1392493.167,3727623.5,2760223.167,1114115.5,886532.1667,2060832.5,1043818.833,767773.5,303
6,1569565.667,3848009,2894498.333,1129135.667,980327.3333,2367235,1154365,842625,305
6,1568194.5,3915670.833,2951113.167,1152800.167,982323.5,2355642.167,1144134.5,813552.8333,305
6,1477961.833,4106139.167,3017436.167,1244816.167,1005253.5,2611301.833,1212463.5,949243.8333,306
6,1440563.5,4001389.5,2973459.5,1217816.833,982723.8333,2567675.5,1191779.833,926214.1667,306